parent,code,image,url,name,description,meta_description,meta_keyword,category_tree
"ND","NDC","","https://www.vermontsales.co.za/index.php?route=product/category&path=2198","Washers","Washers","Washers","Washers","Screwing/Fastening/Fixing > Facade Insulation Fixings > Washers"
"N","NE","","https://www.vermontsales.co.za/index.php?route=product/category&path=1258","Roofing Insulation Fixings","Screw Extractors","Screw Extractors","Screw Extractors","Screwing/Fastening/Fixing > Roofing Insulation Fixings"
"NE","NEA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1281","Telescopic Sleeves","Individual","Individual","Individual","Screwing/Fastening/Fixing > Roofing Insulation Fixings > Telescopic Sleeves"
"NE","NEB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1259","Roofing Screws","sets","sets","sets","Screwing/Fastening/Fixing > Roofing Insulation Fixings > Roofing Screws"
"NE","NEC","","https://www.vermontsales.co.za/index.php?route=product/category&path=2371","Roofing Washers","Roofing Washers","Roofing Washers","Roofing Washers","Screwing/Fastening/Fixing > Roofing Insulation Fixings > Roofing Washers"
"N","NF","","https://www.vermontsales.co.za/index.php?route=product/category&path=1114","Passive Fire Protection System","Thread File","Thread File","Thread File","Screwing/Fastening/Fixing > Passive Fire Protection System"
"NF","NFA","","https://www.vermontsales.co.za/index.php?route=product/category&path=2487","Fire Resistant Mortars","Fire Resistant Mortars","Fire Resistant Mortars","Fire Resistant Mortars","Screwing/Fastening/Fixing > Passive Fire Protection System > Fire Resistant Mortars"
"NF","NFB","","https://www.vermontsales.co.za/index.php?route=product/category&path=2488","Fire Resistant Sealants","Fire Resistant Sealants","Fire Resistant Sealants","Fire Resistant Sealants","Screwing/Fastening/Fixing > Passive Fire Protection System > Fire Resistant Sealants"
"NF","NFC","","https://www.vermontsales.co.za/index.php?route=product/category&path=2379","Firestop Board","Firestop Board","Firestop Board","Firestop Board","Screwing/Fastening/Fixing > Passive Fire Protection System > Firestop Board"
"NF","NFD","","https://www.vermontsales.co.za/index.php?route=product/category&path=2373","Firestop Wrap","Firestop Wrap","Firestop Wrap","Firestop Wrap","Screwing/Fastening/Fixing > Passive Fire Protection System > Firestop Wrap"
"N","NG","","https://www.vermontsales.co.za/index.php?route=product/category&path=1392","Foams/Sealants/Adhesives","Grabit","Grabit","Grabit","Screwing/Fastening/Fixing > Foams/Sealants/Adhesives"
"NG","NGA","","https://www.vermontsales.co.za/index.php?route=product/category&path=2235","Foams","Foams","Foams","Foams","Screwing/Fastening/Fixing > Foams/Sealants/Adhesives > Foams"
"NG","NGC","","https://www.vermontsales.co.za/index.php?route=product/category&path=2558","Anearobic Adhesives","Anearobic Adhesives","Anearobic Adhesives","Anearobic Adhesives","Screwing/Fastening/Fixing > Foams/Sealants/Adhesives > Anearobic Adhesives"
"N","NH","","https://www.vermontsales.co.za/index.php?route=product/category&path=1943","Fasteners","Fasteners","Fasteners","Fasteners","Screwing/Fastening/Fixing > Fasteners"
"NH","NHA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1944","Woodscrews","Woodscrews","Woodscrews","Woodscrews","Screwing/Fastening/Fixing > Fasteners > Woodscrews"
"NHA","NHAA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1945","Timber/ Chipboard Screws","Timber/ Chipboard Screws","Timber/ Chipboard Screws","Timber/ Chipboard Screws","Screwing/Fastening/Fixing > Fasteners > Woodscrews > Timber/ Chipboard Screws"
"NHA","NHAB","","https://www.vermontsales.co.za/index.php?route=product/category&path=2494","Decking Screws","Decking Screws","Decking Screws","Decking Screws","Screwing/Fastening/Fixing > Fasteners > Woodscrews > Decking Screws"
"NH","NHB","","https://www.vermontsales.co.za/index.php?route=product/category&path=2211","Drywall Screws","Drywall Screws","Drywall Screws","Drywall Screws","Screwing/Fastening/Fixing > Fasteners > Drywall Screws"
"NH","NHC","","https://www.vermontsales.co.za/index.php?route=product/category&path=2176","Self-Drilling Screws","Self-Drilling Screws","Self-Drilling Screws","Self-Drilling Screws","Screwing/Fastening/Fixing > Fasteners > Self-Drilling Screws"
"NH","NHD","","https://www.vermontsales.co.za/index.php?route=product/category&path=2428","Riveters/Nutriviters","Riveters/Nutriviters","Riveters/Nutriviters","Riveters/Nutriviters","Screwing/Fastening/Fixing > Fasteners > Riveters/Nutriviters"
"NHD","NHDA","","https://www.vermontsales.co.za/index.php?route=product/category&path=2461","Drill Riveters","Drill Riveters","Drill Riveters","Drill Riveters","Screwing/Fastening/Fixing > Fasteners > Riveters/Nutriviters > Drill Riveters"
"NHD","NHDB","","https://www.vermontsales.co.za/index.php?route=product/category&path=2460","Drill Nutriveters","Drill Nutriveters","Drill Nutriveters","Drill Nutriveters","Screwing/Fastening/Fixing > Fasteners > Riveters/Nutriviters > Drill Nutriveters"
"NHD","NHDC","","https://www.vermontsales.co.za/index.php?route=product/category&path=2429","Spare Parts","Spare Parts","Spare Parts","Spare Parts","Screwing/Fastening/Fixing > Fasteners > Riveters/Nutriviters > Spare Parts"
"N","NI","","https://www.vermontsales.co.za/index.php?route=product/category&path=2014","Direct/Manual Fastening System","Direct/Manual Fastening System","Direct/Manual Fastening System","Direct/Manual Fastening System","Screwing/Fastening/Fixing > Direct/Manual Fastening System"
"NI","NIA","","https://www.vermontsales.co.za/index.php?route=product/category&path=2015","Gas Actuated Products","Gas Actuated Products","Gas Actuated Products","Gas Actuated Products","Screwing/Fastening/Fixing > Direct/Manual Fastening System > Gas Actuated Products"
"NIA","NIAA","","https://www.vermontsales.co.za/index.php?route=product/category&path=2215","Tools","Tools","Tools","Tools","Screwing/Fastening/Fixing > Direct/Manual Fastening System > Gas Actuated Products > Tools"
"NIA","NIAB","","https://www.vermontsales.co.za/index.php?route=product/category&path=2016","Nails","Nails","Nails","Nails","Screwing/Fastening/Fixing > Direct/Manual Fastening System > Gas Actuated Products > Nails"
"NIA","NIAC","","https://www.vermontsales.co.za/index.php?route=product/category&path=2325","Fuel Cells","Fuel Cells","Fuel Cells","Fuel Cells","Screwing/Fastening/Fixing > Direct/Manual Fastening System > Gas Actuated Products > Fuel Cells"
"N","NJ","","https://www.vermontsales.co.za/index.php?route=product/category&path=1820","Screwdriving Systems","Screwdriving Systems","Screwdriving Systems","Screwdriving Systems","Screwing/Fastening/Fixing > Screwdriving Systems"
"NJ","NJA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1825","Insert / Power Bits","Insert / Power Bits","Insert / Power Bits","Insert / Power Bits","Screwing/Fastening/Fixing > Screwdriving Systems > Insert / Power Bits"
"NJA","NJAA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1938","Phz Bits","Phz Bits","Phz Bits","Phz Bits","Screwing/Fastening/Fixing > Screwdriving Systems > Insert / Power Bits > Phz Bits"
"NJA","NJAB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1866","Phillips Bits","Phillips Bits","Phillips Bits","Phillips Bits","Screwing/Fastening/Fixing > Screwdriving Systems > Insert / Power Bits > Phillips Bits"
"NJA","NJAC","","https://www.vermontsales.co.za/index.php?route=product/category&path=1908","Pozi Bits","Pozi Bits","Pozi Bits","Pozi Bits","Screwing/Fastening/Fixing > Screwdriving Systems > Insert / Power Bits > Pozi Bits"
"NJA","NJAD","","https://www.vermontsales.co.za/index.php?route=product/category&path=1892","Torx Bits","Torx Bits","Torx Bits","Torx Bits","Screwing/Fastening/Fixing > Screwdriving Systems > Insert / Power Bits > Torx Bits"
"NJA","NJAE","","https://www.vermontsales.co.za/index.php?route=product/category&path=2013","Square Drive/Robertson Bits","Square Drive/Robertson Bits","Square Drive/Robertson Bits","Square Drive/Robertson Bits","Screwing/Fastening/Fixing > Screwdriving Systems > Insert / Power Bits > Square Drive/Robertson Bits"
"NJA","NJAF","","https://www.vermontsales.co.za/index.php?route=product/category&path=2147","Triwing Bits","Triwing Bits","Triwing Bits","Triwing Bits","Screwing/Fastening/Fixing > Screwdriving Systems > Insert / Power Bits > Triwing Bits"
"NJA","NJAG","","https://www.vermontsales.co.za/index.php?route=product/category&path=1826","Hexagon Bits","Hexagon Bits","Hexagon Bits","Hexagon Bits","Screwing/Fastening/Fixing > Screwdriving Systems > Insert / Power Bits > Hexagon Bits"
"NJA","NJAH","","https://www.vermontsales.co.za/index.php?route=product/category&path=2161","Triangular Bits","Triangular Bits","Triangular Bits","Triangular Bits","Screwing/Fastening/Fixing > Screwdriving Systems > Insert / Power Bits > Triangular Bits"
"NJA","NJAI","","https://www.vermontsales.co.za/index.php?route=product/category&path=2167","Spanner Bits","Spanner Bits","Spanner Bits","Spanner Bits","Screwing/Fastening/Fixing > Screwdriving Systems > Insert / Power Bits > Spanner Bits"
"NJA","NJAJ","","https://www.vermontsales.co.za/index.php?route=product/category&path=2079","Torqset Bits","Torqset Bits","Torqset Bits","Torqset Bits","Screwing/Fastening/Fixing > Screwdriving Systems > Insert / Power Bits > Torqset Bits"
"NJA","NJAK","","https://www.vermontsales.co.za/index.php?route=product/category&path=2151","Reversible/Double Ended Bits","Reversible/Double Ended Bits","Reversible/Double Ended Bits","Reversible/Double Ended Bits","Screwing/Fastening/Fixing > Screwdriving Systems > Insert / Power Bits > Reversible/Double Ended Bits"
"NJA","NJAL","","https://www.vermontsales.co.za/index.php?route=product/category&path=2034","Nutsetters","Nutsetters","Nutsetters","Nutsetters","Screwing/Fastening/Fixing > Screwdriving Systems > Insert / Power Bits > Nutsetters"
"NJA","NJAM","","https://www.vermontsales.co.za/index.php?route=product/category&path=1902","Slotted Bits","Slotted Bits","Slotted Bits","Slotted Bits","Screwing/Fastening/Fixing > Screwdriving Systems > Insert / Power Bits > Slotted Bits"
"NJA","NJAN","","https://www.vermontsales.co.za/index.php?route=product/category&path=2127","Bit Sets","Bit Sets","Bit Sets","Bit Sets","Screwing/Fastening/Fixing > Screwdriving Systems > Insert / Power Bits > Bit Sets"
"NJA","NJAO","","https://www.vermontsales.co.za/index.php?route=product/category&path=2544","Hook","Hook","Hook","Hook","Screwing/Fastening/Fixing > Screwdriving Systems > Insert / Power Bits > Hook"
"NJ","NJB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1970","Bit Holders Adaptors","Bit Holders Adaptors","Bit Holders Adaptors","Bit Holders Adaptors","Screwing/Fastening/Fixing > Screwdriving Systems > Bit Holders Adaptors"
"NJ","NJC","","https://www.vermontsales.co.za/index.php?route=product/category&path=1821","Handheld Drivers","Handheld Drivers","Handheld Drivers","Handheld Drivers","Screwing/Fastening/Fixing > Screwdriving Systems > Handheld Drivers"
"NJC","NJCA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1822","Phillips","Phillips","Phillips","Phillips","Screwing/Fastening/Fixing > Screwdriving Systems > Handheld Drivers > Phillips"
"NJC","NJCB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1834","Hex","Hex","Hex","Hex","Screwing/Fastening/Fixing > Screwdriving Systems > Handheld Drivers > Hex"
"NJC","NJCC","","https://www.vermontsales.co.za/index.php?route=product/category&path=2197","Slotted","Slotted","Slotted","Slotted","Screwing/Fastening/Fixing > Screwdriving Systems > Handheld Drivers > Slotted"
"NJC","NJCD","","https://www.vermontsales.co.za/index.php?route=product/category&path=1961","Torx","Torx","Torx","Torx","Screwing/Fastening/Fixing > Screwdriving Systems > Handheld Drivers > Torx"
"NJC","NJCE","","https://www.vermontsales.co.za/index.php?route=product/category&path=2154","Nut Drivers","Nut Drivers","Nut Drivers","Nut Drivers","Screwing/Fastening/Fixing > Screwdriving Systems > Handheld Drivers > Nut Drivers"
"NJC","NJCF","","https://www.vermontsales.co.za/index.php?route=product/category&path=1924","Pozi","Pozi","Pozi","Pozi","Screwing/Fastening/Fixing > Screwdriving Systems > Handheld Drivers > Pozi"
"NJC","NJCG","","https://www.vermontsales.co.za/index.php?route=product/category&path=2355","Square","Square","Square","Square","Screwing/Fastening/Fixing > Screwdriving Systems > Handheld Drivers > Square"
"NJC","NJCH","","https://www.vermontsales.co.za/index.php?route=product/category&path=2417","Spanner","Spanner","Spanner","Spanner","Screwing/Fastening/Fixing > Screwdriving Systems > Handheld Drivers > Spanner"
"NJC","NJCI","","https://www.vermontsales.co.za/index.php?route=product/category&path=1976","Sets","Sets","Sets","Sets","Screwing/Fastening/Fixing > Screwdriving Systems > Handheld Drivers > Sets"
"NJ","NJD","","https://www.vermontsales.co.za/index.php?route=product/category&path=2190","Vde/Insulated Drivers","Vde/Insulated Drivers","Vde/Insulated Drivers","Vde/Insulated Drivers","Screwing/Fastening/Fixing > Screwdriving Systems > Vde/Insulated Drivers"
"NJD","NJDA","","https://www.vermontsales.co.za/index.php?route=product/category&path=2222","Slotted","Slotted","Slotted","Slotted","Screwing/Fastening/Fixing > Screwdriving Systems > Vde/Insulated Drivers > Slotted"
"NJD","NJDB","","https://www.vermontsales.co.za/index.php?route=product/category&path=2220","Phillips","Phillips","Phillips","Phillips","Screwing/Fastening/Fixing > Screwdriving Systems > Vde/Insulated Drivers > Phillips"
"NJD","NJDC","","https://www.vermontsales.co.za/index.php?route=product/category&path=2464","Nut Drivers","Nut Drivers","Nut Drivers","Nut Drivers","Screwing/Fastening/Fixing > Screwdriving Systems > Vde/Insulated Drivers > Nut Drivers"
"NJD","NJDD","","https://www.vermontsales.co.za/index.php?route=product/category&path=2221","Pozi","Pozi","Pozi","Pozi","Screwing/Fastening/Fixing > Screwdriving Systems > Vde/Insulated Drivers > Pozi"
"NJD","NJDE","","https://www.vermontsales.co.za/index.php?route=product/category&path=2328","Square","Square","Square","Square","Screwing/Fastening/Fixing > Screwdriving Systems > Vde/Insulated Drivers > Square"
"NJD","NJDF","","https://www.vermontsales.co.za/index.php?route=product/category&path=2191","Sets","Sets","Sets","Sets","Screwing/Fastening/Fixing > Screwdriving Systems > Vde/Insulated Drivers > Sets"
"","O","","https://www.vermontsales.co.za/index.php?route=product/category&path=831","Hand Tools","Abrasives","Tork Craft Abrasives are of great quality and we stock a large range of different types of abrasives including wire brushes, sanding sheets and Polishing discs","Abrasives","Hand Tools"
"O","OA","","https://www.vermontsales.co.za/index.php?route=product/category&path=855","Pliers","Round","Round","Round","Hand Tools > Pliers"
